id,occurrences,volumes,source_families,source_note,sample_documents
8895d45c97a3,1,frus1981-88v04,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850001–0117. Secret; Niact Immediate; Nodis. Shultz arrived in Geneva on January 6.",frus1981-88v04/d354
281740fd0d98,1,frus1981-88v04,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850001–0159. Secret; Niact Immediate; Nodis. Sent for information Priority to Moscow. In his diary for January 7, Reagan wrote: “Only 1st reports from George S. & Bud in Geneva & not much to talk about. I’ll try to remember ‘no news’ may be good news.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 414)",frus1981-88v04/d358
ac7c7cc23299,1,frus1981-88v04,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850001–0161. Secret; Niact Immediate; Nodis.",frus1981-88v04/d359
3dba9f63c8ea,1,frus1981-88v24,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850001–0342. Secret; Immediate; Nodis.",frus1981-88v24/d426
d3a535f00cdb,1,frus1981-88v24,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850001–0457. Secret; Immediate; Nodis. Drafted by Stanton (NEA/ARN); cleared by Murphy, Raphel, Mack, Oakley, McNeil, Twetten (CIA), Samuel Krys (M), Poindexter, Platt, Cassius Johnson (S/S–O), and Pelletreau; approved by Armacost. Sent for information Immediate to Kuwait City, Bern, Damascus, and Riyadh.",frus1981-88v24/d143
3d79c6096357,1,frus1981-88v05,Reagan Library - Shultz/Hoover/Private Copies,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850011–0134. Secret; Immediate; Nodis. Drafted by Robinson; cleared by Ridgway, Wick, McKinley, Matlock, Palmer, Parris, Van Heuven, and L.D. Sell (EUR/SOV); approved by Shultz. On another copy of the telegram, Shultz wrote in the margin: “President signed off @ meeting on 10/16.” A stamped notation reading “GPS” appears on that copy of the telegram. (Reagan Library, George Shultz Papers, Secretary’s Meetings with the President (10/16/1985); NLR–775–18–87–1–6)",frus1981-88v05/d116
2087a30c1742,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N850012–0024. Secret; Niact Immediate; Nodis.",frus1981-88v05/d137
f027282fb703,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N8600006–0461. Secret; Immediate; Nodis. Sent to Moscow for information.",frus1981-88v05/d247
24c35cd412a9,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860003–0301. Secret; Niact Immediate; Nodis. Drafted from text received from the White House; cleared by Ridgway, Timbie, and Andres; approved by Bova.",frus1981-88v05/d203
a0913c869bba,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860004–0191. Confidential; Immediate; Nodis.",frus1981-88v05/d210
605fecbbf9c8,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860005–0359. Confidential; Immediate; Nodis.",frus1981-88v05/d228
a49bb6abfcae,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860006–0230. Secret; Immediate; Nodis.",frus1981-88v05/d238
719d4fe379d6,1,frus1981-88v05,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860006–0233. Secret; Immediate; Nodis.",frus1981-88v05/d237
a1b98edb0d18,1,frus1981-88v05,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860007–0182. Secret; Immediate; Nodis. Drafted by Sell; cleared by Collins, Talcott, and McDaniel; approved by Parris. In a July 11 memorandum to Platt, McDaniel explained: “The attached oral statement has been cleared through the interagency process and represents the President’s full reply to General Secretary Gorbachev’s statement of June 1 on nuclear safety.” (Reagan Library, Executive Secretariat, NSC Head of State File, USSR: General Secretary Gorbachev (8690433)) In a June 25 NSC covering note, Rodman wrote: “1. I think it should be an oral message, since the incoming was. 2. The language on testing, I think, is a bit abrupt in view of what we are thinking of saying in our proposed letter on arms control issues. Perhaps trim it way back here with a hint that we will have some thoughts to suggest in response to his letter of June 19.” Jack Matlock agreed. The issue of nuclear testing was addressed in Reagan’s July 25 letter to Gorbachev; see Document 254 .",frus1981-88v05/d251
ca3351c66b0f,1,frus1981-88v24,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, Electronic Telegrams, N860008–0210. Secret; Immediate; Nodis. Drafted by Richard Fisher (NEA/AFN); cleared by Ussery, Pearson (NSC), Jay Bruns (D), Richard Mueller (S/S), Douglas Smith (S/S–O), and Menarchik; approved by Murphy. Sent for information Immediate to Rabat, Tel Aviv, Tunis, and Nouakchott.",frus1981-88v24/d161
afa6742534e7,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N/A. Secret; Immediate; Nodis. On February 27, Shultz departed Washington for Hong Kong. He spent March 1–6 in Beijing, Guelin, Dalian, Shanghai, and Qufu, meeting with Chairman Deng Xiaoping, Premier Zhao Ziyang, and other Chinese officials. He spent part of March 6 in Seoul, before departing for Tokyo, and returning home on March 7.",frus1981-88v11/d184
30359c04f791,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N/A. Secret; Immediate; Nodis. Sent Priority for information to the Department of State. Shultz was in Brussels for the March 2–3 NATO Summit.",frus1981-88v11/d279
2196c6c86890,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N810005–0531. Secret; Niact; Immediate; Nodis. Drafted by German; cleared by Scanlan, Bremer; approved by Stoessel. Also sent Immediate to the Mission to NATO. Sent Immediate for information to Moscow and Brussels. From June 17 to 20, Haig led the U.S. Delegation at a meeting of ASEAN Foreign Ministers in Manila.",frus1981-88v03/d63
4000a5ed2968,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N810006–0590. Secret; Immediate; Nodis.",frus1981-88v03/d76
d87f6b29f5ee,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N810007–0481. Secret; Immediate; Nodis. Drafted by Rueckert; cleared by Stoessel, Eagleburger, Holdridge, Bremer, Simons, and Colson; approved by Haig.",frus1981-88v03/d81
921f7dc64928,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N810009–0428. Secret; Immediate; Nodis. Sent Immediate for information to Bonn and Madrid. Drafted by Simons; approved by Stoessel and Scanlan.",frus1981-88v03/d107
14c91ac0e157,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N810010–0084. Secret; Flash; Nodis. Sent from Haig’s airplane as he traveled from Brussels to Washington.",frus1981-88v03/d118
ca4ec08162b6,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820001–0208. Secret; Immediate; Nodis. Sent Immediate for information to Warsaw and to the U.S. Interests Section in Havana. Drafted by Vershbow, Napper, and Glassman; cleared by Stoessel, Scanlan, Eagleburger, Sestanovich, Azrael, Enders, Veliotes, Simons, and Bremer; approved by Haig.",frus1981-88v03/d127
ee5ff11f8fe1,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820001–0537. Secret; Immediate; Nodis; Stadis. Drafted by Simons; cleared by Scanlan and in S/S–O; approved by Stoessel.",frus1981-88v03/d135
69457fb53691,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820002–0406. Secret; Immediate; Nodis; Stadis. Drafted by Simons; cleared by Scanlan, Holmes, Eagleburger, and in S/S, S/S–O, and S; approved by Bremer.",frus1981-88v03/d143
6bac64930eb1,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820007–0178. Secret; Immediate; Nodis; Stadis. Drafted by Combs; cleared in S/S–S; approved by Burt.",frus1981-88v03/d199
89e6e35809ee,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820007–0183. Secret; Immediate; Nodis. Sent for information to Buenos Aires. Drafted by K. Smith; cleared by Pendleton, Burt, McManaway, and in S/S–O; approved by Seitz.",frus1981-88v13/d379
ca9a4dd1d258,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820009–0209. Secret; Flash; Nodis; Stadis.",frus1981-88v03/d235
ff022e26a956,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N820010–0095. Secret; Immediate; Nodis. Sent from the Secretary’s aircraft. Shultz was en route between London and Washington.",frus1981-88v13/d417
706359b7510f,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N830009–0207. Confidential; Priority; Nodis. Drafted by Palmer; approved by Palmer, Dobriansky, Murphy, Gregg, Gusrey, and McKinley.",frus1981-88v10/d322
76fd67652310,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N830012–0498. Confidential; Immediate; Nodis. This telegram repeats for Shultz’s information the text of telegram WH09366, December 12, sent from Bush on Air Force 2 to the White House and sent for information to Buenos Aires. In telegram 8787 from Buenos Aires, December 11, the Embassy transmitted an earlier version of the summary of Bush’s conversation with Alfonsín. (Department of State, Central Foreign Policy File, D830730–0113) On December 12, Shultz was in Morocco, where he met with King Hassan II, before traveling to Lisbon for meetings with Portuguese officials.",frus1981-88v13/d442
52d7eb46ec93,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N840005–0450. Secret; Immediate; Nodis; Stadis. Sent for information to East Berlin, Belgrade, Sofia, Budapest, Bucharest, Warsaw, Moscow, Prague, and the mission in West Berlin. Drafted by Gallup; cleared by Burt, Palmer, Niles, Surena, West, Matthews, Eagleburger, Hill, Robert Pearson (S/S–O), and Thomas Farrell (S); approved by Shultz.",frus1981-88v10/d27
6a0d99116a64,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N840006–0502. Secret; Immediate; Nodis; Stadis.",frus1981-88v10/d221
d0fd79e2e896,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N840007–0113. Confidential; Immediate; Nodis.",frus1981-88v10/d407
1ada1546cf60,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N840011–0087. Secret; Immediate; Nodis.",frus1981-88v10/d409
4e83f9d50f5c,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N840011–0150. Secret; Immediate; Nodis.",frus1981-88v10/d410
c1fcb76a2c7c,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N860006-0461. Secret; Immediate; Nodis. Sent Immediate for information to Moscow. Drafted by Evans; cleared in S/S and S/S-O; approved by Parris. On June 24, Shultz was traveling from Bandar Seri Begawan to Manila to attend an ASEAN Post-Ministerial Meeting.",frus1981-88v11/d136
a4b94864cb76,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N860011–0079. Secret; Immediate; Nodis.",frus1981-88v10/d329
7344c571ebc1,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N860011–0138. Secret; Immediate; Nodis.",frus1981-88v10/d148
c011e498a7af,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N860011–0350. Secret; Immediate; Nodis.",frus1981-88v11/d175
93caf0fe1e11,1,frus1981-88v06,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N870001–0195. Secret; Immediate; Nodis. Sent for information to Moscow. Drafted by Parris; cleared by Platt in S/S and Tracy in S/S-O; approved by Ridgway. Shultz traveled to several African nations including Monrovia to meet with President Doe on January 14.",frus1981-88v06/d12
a89608e677fa,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N870004-0417. Secret; Immediate; Nodis.",frus1981-88v11/d197
97eb2a8e5c83,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N870004–0336. Secret; Immediate; Nodis. Drafted by McEldowney; cleared by Burton, Holmes, Parris, Clyne, Lekson, and in S/S, S, and S/S-O; approved by Ridgway.",frus1981-88v11/d196
7bcc1c6d4cab,1,frus1981-88v06,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N870009–0189. Secret; Niact; Immediate; Nodis. Drafted by Parris; cleared by C. Thomas (EUR) and Levitsky; approved by Shultz.",frus1981-88v06/d87
81454ed1b4d5,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N880001-0529. Secret; Immediate; Nodis. Drafted by Timbie; cleared in S-S/O; approved by Timbie. Shultz was on vacation in Florida.",frus1981-88v11/d269
e8df7e4209b2,1,frus1981-88v06,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N880002–0279. Secret; Immediate; Nodis. No drafting information was found. Sent for information priority to the Department. Shultz was in Brussels with Reagan, March 1–3, for a NATO Summit Meeting.",frus1981-88v06/d128
96f7d77e32c8,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, N880005-0334. Secret; Immediate; Nodis. Drafted by Nitze; cleared by Levitsky, and in S/S–0; approved by Nitze. From July 6–July 20, Shultz traveled to Thailand, Malaysia, Indonesia, the Philippines, Hong Kong, China, South Korea, Japan, and the Marshall Islands.",frus1981-88v11/d314
b6df3a4df33e,1,frus1981-88v10,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, no film number. Confidential; Immediate; Nodis.",frus1981-88v10/d125
8f3e9d1ec1e9,1,frus1981-88v03,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810013–0964. Confidential. Drafted by German on January 21; cleared by Holmes. Barry wrote in the upper right-hand corner: “Request w/drawn by Soviet Embassy on 1/22, RB.” An unknown hand initialed below it: “ALA.”",frus1981-88v03/d2
9e51ee06cffb,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810073–0126. Confidential. Drafted by Marshall. Copies were sent to Buckley, Clark, and Abrams. A stamped notation on the memorandum indicates Haig saw it.",frus1981-88v41/d119
5af811458d4b,1,frus1981-88v01,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810075–0791. No classification marking. Drafted by Vivian Gillespie (PA/OAP) on March 23. An unknown hand wrote “OBE” in the top right-hand corner of the memorandum. Copies of the newspaper clippings were not found attached.",frus1981-88v01/d42
4a47ab92e913,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810105–2187. Secret. Drafted by Meyer and cleared by Kronmiller.",frus1981-88v41/d125
9fca37ff9e6d,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810116–0474. Secret. Drafted by Kronmiller on June 29; sent through Clark. A stamped notation on the memorandum indicates Haig saw it.",frus1981-88v41/d124
c2836a962f70,1,frus1981-88v11,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810120–2056. Secret.",frus1981-88v11/d2
af361e877c8a,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P810146–0873. Confidential. Drafted by Simon on September 25; cleared in HA, D, and S/S. Sent to Clark, Perito, Fairbanks, Surena, Kennedy, Palmer, and Williams. The meeting took place in Clark’s office.",frus1981-88v41/d52
1b66f7dc75fe,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820022–0979. Secret.",frus1981-88v41/d140
ec2450e5c480,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820048–0941. Confidential. Printed from an unsigned copy.",frus1981-88v41/d54
b62c0f7af039,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820054–0571. Confidential. Printed from an unsigned copy. Sent to Haig under a March 28 cover letter from Henderson. According to Haig’s memoirs, Henderson personally delivered the message the same day. (Haig, Caveat , p. 261) The Department transmitted the text of the message to the Embassy in Buenos Aires in telegram 83326, March 29. (Department of State, Central Foreign Policy File, D820165–1097)",frus1981-88v13/d22
d224b823c9f1,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820057–0766. Confidential. Tom Niles (EUR) initialed the memorandum on behalf of Scanlan. A stamped notation in the upper right-hand corner of the first page states that Stoessel saw the memorandum on March 30. Attached but not printed are a copy of telegram 1768 from Buenos Aires (see Document 23 ), biographical information about Henderson and Takacs, and agendas for the March 29 meetings with the two Ambassadors. For a record of the two meetings, see Document 25 .",frus1981-88v13/d24
5f31b03ab5ab,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820058–0937. Secret. There is no indication Reagan saw this memorandum, but a typed note at the top of the memorandum reads: “Original sent WH via special courier, 4/5 11 am.”",frus1981-88v41/d149
d9bc8fe34e96,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820059–1796. Confidential. Drafted by Eskin and cleared by Salmon. Sent through Buckley. Haig’s initials appear at the top of the memorandum.",frus1981-88v41/d152
9d7d4851d33d,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820066–0303. No classification marking. Drafted by Alvin Richman (PA/OAP) on April 26. Haig initialed at the top right-hand corner of the memorandum, indicating that he saw it.",frus1981-88v13/d183
7d9d2e62baf4,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820066–0656. Secret; Noforn; Nocontract; Orcon. Drafted by W. Lofstrom (INR/IAA). Haig initialed the upper right-hand corner of the memorandum, indicating that he saw it. A stamped notation also indicates that Haig saw the memorandum.",frus1981-88v13/d161
f906344737d5,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820069–0211. Secret; Nodis. Printed from an unofficial translation. In his memoirs, Haig recalled that Costa Méndez had presented him with a message upon his departure from Buenos Aires, April 19, which contained much of the text of this message. (Haig, Caveat , p. 289) It is unknown whether Haig was mistakenly referring to the April 21 message in this recollection. Costa Méndez was in Washington to attend the OAS meeting scheduled to begin April 26.",frus1981-88v13/d159
56c0ab3e7ea2,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820069–1749. Confidential. Drafted by Kilday. Haig initialed at the top of the memorandum, indicating that he saw it. A stamped notation also indicates that Haig saw the memorandum.",frus1981-88v13/d244
eca5f6916a5c,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820069–1766. Drafted by Kilday on May 4. Haig initialed the memorandum and wrote “Wow!” in the top right-hand corner. A stamped notation also indicates that Haig saw the memorandum.",frus1981-88v13/d229
971a34bedaef,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820069–1768. No classification marking. Drafted by Roshco and A. Richman (PA/OAP) on May 4. Haig initialed the memorandum, indicating that he saw it. A stamped notation also indicates that Haig saw it.",frus1981-88v13/d228
9fa81ba2c318,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820071–1389. Secret. Drafted by S. O’Connell (FWG); cleared by Bosworth, Kanter, and J. Earl (L/ARA) and in substance by Holmes. Service initialed for the clearing officials. A stamped notation at the top of the memorandum indicates that Eagleburger saw it on April 27.",frus1981-88v13/d177
d60fceffb0e1,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820071–1471. Drafted by Malone. Sent through Buckley. A stamped notation on the memorandum indicates Haig saw it.",frus1981-88v41/d156
5ec9233af686,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820071–1690. Confidential. Drafted by Kanter; cleared by Service, Smith, and Funseth. Kanter initialed for the clearing officials.",frus1981-88v13/d197
b4e4f9bedbb0,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820078–0673. Secret. Drafted by Johnson; cleared by Thompson, Bolton, and Morley. A stamped notation at the top of the memorandum indicates that Haig saw it.",frus1981-88v13/d296
8530dd0b0a96,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820082–1867. No classification marking. Drafted by A. Richman (PA/OAP) on June 8. A stamped notation at the top of the memorandum indicates that Stoessel saw it on June 11.",frus1981-88v13/d330
3272032b40b3,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820088–1814. Unclassified. Drafted by Malone, Eskin, and the Intergovernmental Group of June 15 and cleared by Salmon. “TM” signed for all parties. Copied to Dyke, Wheeler, Cormack, Robbins, Stanford, Vitale, Russell, Stanley, Habicht, Searby, Schneider, Anderson, Pickford, and Feldman.",frus1981-88v41/d162
f68283f174e4,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820094–1453. Unclassified. Drafted by Eskin and cleared by Salmon and Tompkins. Copied to Dyke, Wheeler, Cormack, Robbins, Stanford, Vitale, Russell, Stanley, Habicht, Searby, Johnson, Schneider, Anderson, Pickford, and Feldman.",frus1981-88v41/d164
42614cc73928,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820108–0125. Confidential. Drafted by J.W. Swigert (FWG); cleared by W. Lofstrom (INR/IAA), D. Johnson (P), Briggs, S. Block (ARA/AND), Kilday, Einaudi, Jones (ARA/RPP), and Service. Swigert initialed for all clearing officials except Service, who initialed his clearance. Haig initialed at the top of the memorandum, indicating that he saw it. A stamped notation also indicates that Haig saw the memorandum.",frus1981-88v13/d236
5a443781e1a7,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820108–1835. No classification marking. Drafted by Michalak on July 12 and cleared by Seligmann, Chapman, Schaffer, and Bernhardt. A stamped notation on the memorandum reads: “Ambassador Stoessel has seen.”",frus1981-88v41/d302
aaa97e51af9a,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820120–0322. Confidential.",frus1981-88v41/d168
db790444f618,1,frus1981-88v38,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820158–1601. Secret. Drafted by Meissner and James Landberg (EB/SEN) on October 19; cleared in E, IO and EB/ODF. Sent through Wallis. A stamped notation reading “GPS” appears on the memorandum, indicating Shultz saw it. The “Synoptic text of draft resolutions” was not attached. A copy of the “Synoptic Table of various texts proposed for UNGA resolution on Global Negotiations” is attached to a December 6 briefing paper on Global Negotiations in the Department of State, Bureau of Economic Affairs, Office of Economical and Agricultural Affairs Files, Official Economic Summit Files, 1975–1991, Lot 93D490: 1983 Williamsburg Summit Meeting of Personal Representatives December 11–13, 1982.",frus1981-88v38/d100
bfb31345d982,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820159–1853. Confidential. Sent through Eagleburger. Drafted by R.B. Howard (ARA/SC) on October 8; cleared by M. Kozak (L).",frus1981-88v13/d402
1d2b94bce7e2,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820166–2288. Confidential.",frus1981-88v41/d181
4ee1903fdf79,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820172–0851. Secret; [ handling restriction not declassified ]. A stamped notation at the top of the memorandum indicates that Eagleburger saw it on November 29.",frus1981-88v13/d415
bdf455e04e0d,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P820179–0858. Confidential. Drafted by Bernhardt and Malone.",frus1981-88v41/d188
09adf304b7dc,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P830007–1119. Confidential. Drafted by J.S. Monier (EB/IFD/ODF) on June 24; cleared in draft by Constable, McMullen, G. Rase (EB/IFD/OMA), Penfold, S. Smith (ARA/SC), and Johnston. Monier initialed for all cle aring officials. A stamped notation in the top right-hand corner indicates that Eagleburger saw the memorandum on July 10.",frus1981-88v13/d376
585a96a7909a,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P830024–1184. Confidential. Sent to Clark under a February 1 covering memorandum from Bremer. There is no indication Reagan saw the memorandum.",frus1981-88v41/d195
0647a850fba7,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P830132–2350. Confidential. Sent through Schneider. Drafted by Eskin on July 12 and cleared in OES/O, L/OES, EB/ICD, EA/RA, and EUR/RPE.",frus1981-88v41/d197
d9d743e0510f,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P830152–1883. Confidential. Drafted by Nesbit and cleared in EUR/SOV, EUR, HA, P, S/R, and IO. Krieger initialed for Douglas. Sent through Eagleburger. In the upper right-hand margin, an unknown hand wrote: “Memo to DCM on call to WJStoessel. A stamped notation on the memorandum indicates that Shultz saw it.",frus1981-88v41/d60
5e9dfd14efe7,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P830157–1004. Confidential. Drafted by D. Jett (ARA/SC) and C.K. Stocker (EUR/NE) on August 30; cleared by Haass, J.R. Binns (EUR/NE), R.B. Howard (ARA/SC), M.G. Kozak (L), R. Perry (P), Johnson, and L. Kildav (ARA). Jett initialed for all clearings officials except for Kilday. The action memorandum was forwarded by Bremer to Clark under a September 28 covering memorandum which summarized the U.S. position on the resolution and which sought Clark’s concurrence. (Department of State, Central Foreign Policy File, P830157–1003)",frus1981-88v13/d430
2851d8c41cc9,1,frus1981-88v13,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P840001–1649. Confidential. Drafted by L.R. Fleischer (ARA/USOAS) on November 15; cleared by T.J. Dunnigan (ARA/USOAS), Howard, J. Martin (ARA/RPP), K. Stocker (EUR/NE), and Gudgeon. Fleischer initialed for all clearing officials with the exception of Dunnigan who initialed the memorandum. A stamped notation at the top of the memorandum indicates that Eagleburger saw it on November 16.",frus1981-88v13/d434
dbac947b730a,1,frus1981-88v41,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Department of State, Central Foreign Policy File, P840131–0239. No classification marking. Drafted by Benedick and Malone and cleared by Dam, McPherson, Malone, and Kaplan. A typed message in the top margin reads: “Sent via LDX 6/19 1140. Also via 1400 courier 6/19.” In a June 22 memorandum to Baker, McFarlane wrote that he had created a separate draft of the paper “based upon State and AID drafts.” (Reagan Library, Executive Secretariat, NSC: Subject File, [Population—too late to file] (2) (18 June 84))",frus1981-88v41/d284
e3d0d1bc17ff,1,frus1981-88v41,Department of State - Central Foreign Policy File,"Source: Department of State, Central Foreign Policy File, P850012–1216. Unclassified. Drafted by Gayoso, Glazer, and Williams on October 15 and cleared in IO, OES, and IO/D. Sent through Armacost. A stamped notation on the document indicates that Shultz saw it.",frus1981-88v41/d292
